,mean_test_score,std_test_score,mean_train_score,std_train_score,ridge__alpha
0,0.2589753290863551,0.03511742671087223,0.27014750823953404,0.007957791173073004,10.0
1,0.25897643316668245,0.035115282890862076,0.2701475080826934,0.007957791114561625,10.0
2,0.25898741612833065,0.035093932728861986,0.270147492446113,0.007957785293041307,10.0
3,0.2590916529056163,0.034888928454418024,0.27014597500355697,0.007957231684929959,10.0
4,0.25972122500541966,0.03345833442156817,0.2700303742437301,0.007922312987449257,10.0
5,0.2584768638013947,0.030765445170410716,0.2674260735906493,0.007683919704803273,10.0
