,mean_test_score,std_test_score,mean_train_score,std_train_score,dummyregressor__strategy
0,-0.0012838154760123287,0.0008407704298665929,0.0,0.0,mean
1,-0.020797042260454292,0.0077522576381380435,-0.020117777510429535,0.0019257702700625975,mean
